uid,loan_sum
22437,6.15341
22438,5.15354
22446,6.29205
22449,3.97567
22465,5.54404
22468,5.45514
22470,5.97468
22473,6.10498
22478,6.52205
22481,4.65759
22484,5.78198
22488,6.40533
22489,5.15354
22490,5.97468
22509,5.83604
22515,5.88577
22522,6.40533
22524,5.19846
22534,5.95361
22540,5.2267
22544,6.16876
22545,5.29215
22546,4.72302
22552,5.72277
22554,5.88577
22557,5.72277
22558,4.78221
22559,4.72302
22570,5.79318
22574,6.58407
22575,6.05244
22581,5.72277
22582,5.40542
22586,5.29215
22587,4.8616
22599,5.97468
22600,4.8616
22610,6.24025
22611,5.78198
22615,5.78198
22617,5.2267
22620,5.45514
22626,5.97468
22628,6.15341
22631,5.78198
22642,6.58407
22644,3.86259
22647,6.28956
22648,5.65731
22664,6.46455
22665,4.83625
22671,5.29215
22687,4.54437
22692,5.83604
22694,4.97484
22695,6.15341
22697,5.72277
22704,5.40542
22711,6.63762
22719,6.15341
22720,4.97484
22723,5.15354
22724,5.72277
22728,5.45514
22730,4.97484
22731,4.97484
22735,5.29215
22737,5.72277
22745,5.29215
22749,6.24025
22753,5.87126
22754,6.58407
22755,4.58445
22760,5.88577
22764,5.93181
22770,5.97468
22771,6.15341
22773,5.97468
22776,6.17479
22778,5.78198
22780,5.24036
22781,4.97484
22788,5.35136
22799,6.96294
22808,5.58414
22809,5.58414
22817,4.72302
22821,5.40542
22822,6.01865
22828,5.58414
22844,5.15354
22846,5.72277
22848,4.54437
22850,5.97468
22857,5.72277
22859,5.83604
22865,5.29215
22872,6.01477
22886,4.29265
22887,6.46455
22891,5.29215
22894,5.29215
22906,5.72277
22910,6.58407
22916,3.86259
22922,5.92736
22923,7.02857
22924,5.97468
22925,5.78198
22926,5.65731
22929,5.72277
22931,4.97484
22938,4.29265
22942,3.97567
22946,4.93199
22949,6.01477
22955,4.8616
22956,5.69741
22960,5.15354
22962,5.72277
22978,5.72277
22981,5.88577
22987,5.83604
22988,6.31642
22992,5.29215
22993,5.29215
22994,4.29265
22996,5.79318
23001,5.40542
23004,5.78198
23007,6.4831
23014,4.50154
23015,4.97484
23016,3.86259
23022,4.29265
23023,6.67763
23024,5.40542
23025,6.15341
23034,5.35136
23035,6.32826
23043,6.21263
23055,5.72277
23059,6.12155
23064,5.2668
23066,5.93181
23070,5.72277
23071,4.40583
23079,6.21825
23084,5.15354
23086,4.8616
23088,5.40542
23095,5.99103
23096,6.29205
23099,5.29215
23102,5.29215
23103,5.97468
23110,4.29265
23116,3.86259
23121,6.42571
23122,5.40542
23125,6.21263
23130,6.03389
23132,3.97567
23137,5.50118
23150,5.58414
23151,5.15354
23154,6.58407
23156,4.72302
23158,5.93181
23160,5.50118
23161,5.50118
23162,5.29215
23163,4.29265
23165,5.40542
23166,5.72277
23167,7.01474
23176,6.58407
23179,4.0713
23184,3.86259
23190,4.72302
23196,4.54437
23201,4.72302
23205,6.15341
23208,6.64329
23211,5.72277
23217,5.93181
23218,6.01477
23221,5.40542
23222,5.88577
23225,4.97484
23228,5.72277
23229,6.33987
23233,5.65731
23234,5.72277
23235,5.07059
23243,5.72277
23252,6.36024
23253,5.50118
23254,5.24036
23259,5.72277
23262,6.72272
23265,4.29265
23268,5.72277
23274,6.33987
23276,5.97468
23285,5.2267
23286,4.8616
23301,5.65731
23302,6.15341
23303,5.72277
23304,5.65731
23306,4.97484
23314,4.97484
23317,5.29215
23318,4.54437
23322,6.08795
23332,6.15341
23339,6.40533
23343,6.12155
23344,4.72302
23346,6.31642
23347,5.18385
23348,4.8616
23361,4.72302
23368,6.15341
23370,5.29215
23376,5.29215
23383,5.65731
23384,6.18373
23385,5.97468
23388,5.07059
23392,5.93181
23395,4.97484
23401,5.72277
23404,6.26669
23410,4.97484
23413,5.83604
23415,5.72277
23416,4.29265
23419,4.72302
23422,4.72302
23424,5.72277
23427,5.07059
23428,6.58407
23441,4.88596
23442,6.21263
23444,5.50118
23453,5.97468
23457,6.15341
23463,5.15354
23479,5.46463
23484,5.97468
23487,5.40542
23509,5.35136
23513,4.72302
23515,6.01477
23517,4.97484
23520,6.24025
23521,6.40533
23522,4.97484
23524,4.50154
23526,3.86259
23527,5.72277
23528,6.01477
23529,6.15341
23531,5.40542
23537,5.88577
23539,5.72277
23542,5.10511
23552,3.86259
23557,4.72302
23567,6.72272
23568,6.69736
23573,5.90922
23577,5.72277
23588,5.90922
23591,6.26669
23598,6.40533
23607,4.29265
23614,5.15354
23627,5.40542
23639,5.72277
23646,6.35801
23649,6.15341
23655,4.72302
23657,6.01477
23661,5.72277
23665,4.72302
23675,6.40533
23683,5.15354
23684,6.67091
23685,5.72277
23686,5.62907
23687,5.29215
23688,6.51861
23691,6.29205
23695,6.46455
23702,5.01493
23706,5.29215
23710,6.15341
23713,6.15341
23715,3.86259
23719,5.29215
23729,6.50111
23730,5.48317
23731,4.97484
23734,6.15341
23738,5.58414
23743,5.50118
23747,5.45514
23752,6.50111
23756,5.40542
23757,6.50111
23768,6.18373
23771,6.05608
23773,5.97468
23788,5.6909
23799,3.86259
23801,5.90922
23803,5.40542
23811,5.72277
23822,5.15354
23827,5.83604
23837,6.38427
23840,4.54437
23841,5.93181
23852,5.90922
23860,5.88577
23861,3.86259
23865,5.12168
23866,4.97484
23872,5.72277
23873,5.83604
23876,5.07059
23880,6.58407
23884,6.24025
23887,5.58414
23895,4.65759
23896,6.54563
23900,6.01477
23908,5.40542
23910,5.29215
23913,5.72277
23915,5.29215
23921,6.19835
23928,5.29215
23934,5.65731
23936,5.72277
23938,4.29265
23943,5.72277
23947,5.29215
23948,5.31652
23949,6.30436
23951,4.72302
23954,5.88577
23955,6.24025
23959,6.21263
23962,5.29215
23968,6.18373
23969,6.01477
23974,5.72277
23978,4.97484
23980,6.40533
23988,4.72302
24000,5.08809
24001,6.58407
24002,5.07059
24005,5.40542
24008,5.93181
24013,6.40533
24015,5.78198
24018,4.72302
24019,5.75308
24022,5.88577
24028,5.97468
24030,6.15341
24038,5.15354
24040,5.15354
24047,5.72277
24048,6.29205
24056,6.15341
24059,6.40533
24062,3.86259
24072,5.6909
24076,6.08795
24080,5.29215
24081,4.35181
24084,5.29215
24099,4.29265
24103,4.72302
24107,6.77054
24109,3.86259
24111,5.83604
24118,6.05244
24120,6.40533
24121,4.29265
24132,5.72277
24139,5.2267
24142,6.24025
24144,4.8616
24146,5.72277
24151,6.03389
24152,5.54404
24153,6.44543
24156,5.83604
24157,5.78198
24159,5.29215
24165,5.65731
24169,6.15341
24172,6.15341
24175,5.55227
24177,6.72272
24181,5.72277
24183,5.72277
24189,5.54404
24190,5.78198
24192,5.72277
24194,6.15341
24197,4.15416
24201,4.72302
24202,4.72302
24204,5.72277
24206,5.82031
24209,5.78198
24212,5.15354
24214,6.44543
24223,6.15341
24227,6.58407
24239,6.18373
24249,6.72272
24253,6.61439
24255,6.71017
24256,5.58414
24260,5.83604
24262,6.40533
24264,5.50118
24265,5.83604
24269,6.15341
24273,6.2641
24275,5.65731
24279,5.93181
24280,5.78198
24282,6.10498
24292,4.15416
24307,4.29265
24313,5.72277
24322,3.86259
24326,5.15354
24327,5.08809
24336,5.72277
24338,6.15341
24339,6.38427
24354,4.83625
24358,5.75308
24360,4.97484
24368,5.01493
24372,5.40542
24393,5.29215
24395,6.15341
24400,5.29215
24412,5.35136
24422,5.58414
24434,5.15354
24438,5.72277
24440,5.88577
24445,4.54437
24453,4.29265
24454,4.99521
24467,5.77631
24469,5.67768
24471,5.29215
24476,5.59948
24477,6.15341
24479,6.15341
24481,6.78194
24482,4.22726
24499,6.2795
24509,4.29265
24510,6.05244
24521,5.29215
24524,4.29265
24525,6.15341
24536,6.05244
24538,5.29215
24539,5.50118
24548,6.38427
24549,5.29215
24550,4.54437
24558,3.97567
24562,5.78198
24578,3.86259
24581,4.97484
24582,6.38427
24583,4.72302
24587,4.72302
24590,5.72277
24591,5.75308
24592,4.54437
24593,6.05244
24597,5.54404
24606,5.40542
24607,5.97468
24610,5.15354
24615,4.97484
24619,5.29215
24624,5.72277
24631,6.45697
24636,5.40542
24641,5.29215
24643,4.93199
24645,5.58414
24652,5.72277
24655,4.29265
24664,5.15354
24669,5.93181
24671,5.58414
24672,5.45514
24675,3.86259
24676,5.35136
24679,4.97484
24680,6.21263
24686,5.8614
24688,5.72277
24690,5.72277
24701,5.29215
24715,5.15354
24722,6.18373
24726,4.97484
24727,5.29215
24729,6.15341
24731,5.78198
24733,5.93181
24735,6.4831
24737,5.72277
24740,4.54437
24746,5.72277
24763,5.72277
24764,5.29215
24766,5.97468
24767,4.97484
24783,5.40542
24785,5.29215
24787,5.15354
24790,5.52725
24797,5.72277
24799,5.72277
24814,4.29265
24827,5.29215
24832,5.01493
24845,5.58414
24849,5.63625
24852,5.72895
24853,4.97484
24854,5.40542
24855,5.29215
24858,6.64329
24859,4.0713
24860,7.15339
24863,5.72277
24870,3.86259
24873,5.50118
24875,6.42571
24876,6.54232
24882,6.01477
24883,4.50154
24893,6.31642
24900,6.15341
24904,5.58414
24911,4.97484
24920,5.29215
24930,6.51861
24949,6.58407
24952,4.40583
24957,5.50118
24960,4.54437
24967,6.12155
24979,6.08795
24980,5.72277
24983,5.2267
24988,5.72277
24991,4.97484
24992,6.65726
24993,6.40533
25001,4.35181
25018,5.2267
25022,4.54437
25024,5.72277
25029,6.18373
25031,5.82031
25041,6.05244
25044,5.35136
25048,6.72272
25061,5.29215
25062,4.72302
25063,5.50118
25067,6.26669
25068,6.15341
25071,5.2267
25073,3.86259
25077,3.86259
25082,5.72277
25085,6.24025
25094,5.72277
25095,5.40542
25099,4.97484
25104,4.97484
25113,6.59179
25118,6.4831
25121,5.83604
25124,5.8614
25127,5.08809
25130,5.58414
25142,5.88577
25151,3.86259
25153,6.05244
25154,5.50118
25157,5.97468
25158,6.21263
25164,4.29265
25166,5.29215
25167,5.29215
25173,6.40533
25177,5.29215
25179,6.18373
25181,5.72277
25182,6.15341
25183,5.32835
25184,3.86259
25198,5.15354
25212,5.72277
25217,4.72302
25230,6.29205
25235,5.29215
25239,4.0713
25240,6.16876
25242,6.08795
25249,5.83604
25252,5.15354
25255,6.15341
25258,4.78221
25269,4.8616
25270,5.2796
25271,4.58445
25281,6.24025
25289,4.29265
25290,6.08795
25291,5.72277
25299,5.93181
25300,5.29215
25301,5.72277
25308,6.01477
25316,6.58407
25325,5.97468
25339,6.72272
25348,3.86259
25351,5.72277
25356,5.07059
25362,5.78198
25370,6.18373
25377,5.83604
25378,5.54404
25382,5.72277
25386,6.50111
25403,5.65731
25404,6.38427
25409,5.36256
25410,5.72277
25411,5.57632
25420,6.21263
25421,5.29215
25432,6.28203
25434,5.29215
25435,5.72277
25439,6.64329
25441,6.81494
25460,6.50111
25461,6.29205
25464,5.65731
25469,5.93181
25470,5.58414
25475,6.01477
25478,5.07059
25484,4.8616
25485,5.72277
25488,6.15341
25491,5.97468
25494,4.0713
25499,6.57626
25503,5.72277
25515,5.29215
25517,6.29205
25524,6.14086
25526,4.29265
25527,5.72277
25528,6.56834
25529,6.15341
25533,6.57626
25540,6.16572
25548,4.8616
25556,5.58414
25560,5.49224
25561,6.44543
25566,5.83604
25576,6.15341
25578,4.72302
25580,3.97567
25584,6.01477
25587,6.15341
25596,6.40533
25601,5.65731
25607,5.72277
25615,6.74709
25638,6.15341
25641,5.72277
25648,6.15341
25649,6.40533
25650,5.24036
25652,5.72277
25662,6.01477
25669,5.88577
25674,5.29215
25676,5.72277
25696,6.26669
25708,5.78198
25715,4.29265
25716,6.05244
25719,5.72277
25723,6.72272
25726,7.32824
25730,5.40542
25734,4.72302
25737,5.2668
25738,5.15354
25743,5.25372
25747,5.72277
25749,4.72302
25762,4.35181
25767,6.24025
25778,4.97484
25779,5.72277
25783,6.01477
25785,5.65731
25787,4.29265
25788,3.97567
25790,5.97468
25796,4.97484
25798,5.40542
25802,7.17175
25808,5.72277
25820,5.29215
25821,5.6218
25829,5.15354
25833,6.38427
25846,4.97484
25849,5.15354
25856,5.29215
25862,6.40533
25863,5.60701
25867,6.19254
25874,6.31642
25877,5.78198
25886,5.49224
25891,3.86259
25892,5.29215
25897,5.15354
25901,6.21263
25910,6.15341
25915,4.54437
25917,4.29265
25919,5.97468
25921,4.72302
25923,5.83604
25925,5.72277
25929,5.71022
25932,5.97468
25936,5.83604
25943,5.40542
25947,4.72302
25949,5.65731
25953,4.83625
25954,5.65731
25959,5.83604
25960,6.40533
25962,6.40533
25963,6.21263
25965,6.29205
25970,4.15416
25973,6.50111
25982,4.45552
25989,4.72302
25991,4.97484
26002,5.70385
26005,6.40533
26007,3.86259
26011,4.97484
26015,5.31652
26019,5.54404
26020,5.58414
26029,5.97468
26032,6.52205
26036,4.97484
26038,4.54437
26049,5.15354
26052,6.26669
26054,6.15341
26055,4.50154
26056,4.22726
26060,4.29265
26066,5.72277
26067,5.65731
26068,4.97484
26074,4.97484
26075,4.29265
26079,4.40583
26081,5.87126
26082,4.97484
26087,6.40533
26090,5.29215
26091,6.15341
26098,6.15341
26107,6.15341
26114,4.40583
26118,6.24025
26126,5.15354
26128,4.93199
26130,5.29215
26136,5.2267
26141,5.65731
26146,4.72302
26151,5.65731
26156,5.72277
26158,3.86259
26162,5.29215
26165,6.15341
26172,7.12803
26179,4.72302
26182,5.9138
26185,5.72277
26195,5.12168
26197,5.83604
26198,5.29215
26200,3.86259
26202,5.29215
26204,5.88577
26205,6.77054
26213,5.40542
26229,6.05244
26243,6.58407
26251,6.42571
26258,4.97484
26262,5.97468
26264,5.58414
26268,6.89522
26272,4.29265
26286,4.35181
26294,6.08795
26296,5.72277
26297,6.40533
26298,5.97468
26300,4.54437
26303,6.58407
26308,5.50118
26310,7.24561
26313,5.37355
26314,6.18373
26315,5.15354
26316,4.97484
26328,4.72302
26330,5.29215
26331,5.50118
26343,6.15341
26344,6.29205
26346,3.86259
26354,4.54437
26355,5.72277
26359,5.97468
26362,6.40533
26364,5.72277
26365,6.15341
26366,5.72277
26370,6.00302
26377,4.99521
26378,3.86259
26383,4.72302
26385,6.33293
26393,5.01493
26404,5.29215
26407,5.72277
26409,6.28706
26414,5.72277
26416,6.26669
26419,5.6218
26424,5.65731
26433,5.15354
26440,6.18373
26442,4.35181
26446,5.40542
26451,6.40533
26461,5.29215
26462,6.53564
26463,4.97484
26476,5.67768
26483,5.2267
26491,5.72277
26497,5.72277
26499,5.29215
26503,6.15341
26507,4.50154
26508,4.72302
26509,5.72277
26510,5.72277
26514,6.18373
26517,4.97484
26527,5.65731
26529,6.4831
26535,5.72277
26536,6.4831
26538,4.97484
26539,4.54437
26542,5.45514
26546,5.58414
26550,6.05244
26551,5.75308
26558,6.42571
26562,4.29265
26569,4.54437
26579,6.26149
26581,6.33987
26588,4.72302
26591,6.15341
26597,5.05259
26601,4.97484
26605,5.07059
26610,6.46455
26617,6.1503
26618,6.89522
26619,4.72302
26627,5.54404
26628,3.86259
26632,6.88573
26643,5.65731
26644,4.75332
26655,4.97484
26656,6.08795
26660,6.27696
26666,5.29215
26667,5.72277
26671,4.29265
26675,6.40533
26680,5.65731
26681,5.40542
26695,5.72277
26705,5.29215
26716,5.88577
26725,5.88577
26733,5.40542
26734,5.65731
26741,5.83604
26759,5.65731
26761,4.97484
26767,4.97484
26773,4.54437
26778,5.93181
26780,5.15354
26785,5.2267
26788,6.15341
26791,4.97484
26793,5.21274
26796,6.15341
26802,6.71017
26806,6.40533
26821,5.78198
26834,5.54404
26855,5.13781
26857,4.72302
26858,5.72277
26875,6.01477
26877,5.83604
26878,5.07059
26888,6.88573
26900,5.29215
26902,5.65731
26904,5.88577
26905,5.8256
26917,4.29265
26922,6.46455
26928,6.24025
26929,6.65726
26931,6.72272
26933,6.36247
26935,5.40542
26937,6.94928
26948,4.97484
26951,5.65731
26953,6.73502
26956,5.64335
26959,5.50118
26960,6.15341
26970,6.21263
26973,4.29265
26979,4.72302
26981,6.40533
26983,5.15354
26986,4.72302
26987,5.29215
26988,4.40583
26993,5.93181
26998,6.21263
27005,5.72277
27012,4.29265
27013,5.88577
27015,5.72277
27016,6.4831
27017,6.15341
27018,6.18373
27026,5.78198
27027,5.97468
27029,4.54437
27033,5.78198
27045,5.72277
27047,5.15354
27048,5.29215
27050,4.72302
27053,5.32835
27055,5.35136
27059,5.93181
27064,6.05244
27078,5.69741
27082,5.72277
27084,6.12155
27086,6.65031
27087,6.18373
27094,5.97468
27096,4.29265
27101,5.29215
27105,5.91835
27110,6.4831
27120,5.40542
27123,6.45506
27125,5.35136
27127,4.8616
27129,5.72277
27130,5.72277
27131,4.0713
27141,5.88577
27149,5.15354
27156,3.86259
27157,5.97468
27162,4.72302
27172,5.29215
27179,4.95379
27184,4.72302
27185,5.35136
27188,4.8616
27192,5.40542
27194,5.88577
27197,4.97484
27199,5.78198
27200,5.29215
27203,5.29215
27205,5.40542
27209,4.97484
27210,6.05244
27221,6.29205
27223,6.40533
27231,4.75332
27235,4.54437
27236,3.86259
27241,5.72277
27251,5.29215
27262,6.21263
27267,4.0713
27282,5.40542
27288,5.93181
27293,5.93181
27298,5.72277
27300,5.72277
27302,4.72302
27310,5.29215
27327,5.15354
27333,6.26669
27335,6.58407
27338,5.93181
27341,5.43573
27348,4.35181
27351,6.08795
27382,6.56033
27396,6.77054
27399,5.29215
27401,6.40533
27405,5.72277
27411,4.54437
27413,6.65726
27416,5.97468
27417,6.10498
27425,5.58414
27427,4.72302
27428,4.8616
27441,5.29215
27444,5.88577
27449,6.21263
27451,6.29205
27452,6.15341
27471,4.72302
27472,4.95379
27481,5.40542
27492,5.97468
27498,6.26669
27502,4.8616
27503,5.97468
27507,6.16876
27511,6.29205
27513,4.72302
27518,6.12155
27520,5.62907
27521,4.97484
27528,6.00302
27529,5.65731
27537,5.72277
27541,5.83604
27543,5.15354
27548,5.50118
27555,6.15341
27556,6.15341
27559,4.97484
27566,5.29215
27567,6.58407
27568,5.93181
27587,4.29265
27601,5.93181
27603,5.72277
27606,5.40542
27611,5.75308
27614,4.72302
27615,6.72272
27620,6.58252
27630,5.40542
27636,6.01477
27638,5.58414
27639,4.93199
27643,5.97468
27644,5.83604
27645,6.24025
27648,5.72277
27658,4.97484
27664,5.93181
27667,6.88764
27668,6.15341
27676,4.54437
27678,4.72302
27690,5.78198
27692,6.40533
27694,5.72277
27699,6.26669
27700,4.72302
27705,5.72277
27706,6.01477
27712,6.58407
27713,5.72277
27717,5.71022
27720,6.61439
27723,6.46455
27725,6.4831
27727,4.0713
27730,5.15354
27735,5.72277
27739,6.55221
27742,5.32835
27744,5.72277
27747,5.40542
27749,6.40533
27752,6.21545
27754,5.29215
27756,5.50118
27760,5.35136
27763,5.89053
27765,4.22726
27766,6.72272
27767,4.58445
27770,4.54437
27784,5.78198
27789,6.58407
27792,5.15354
27794,5.72277
27801,6.15341
27809,3.97567
27811,5.6218
27812,5.78198
27819,5.15354
27826,4.72302
27828,5.29215
27832,4.72302
27834,5.93181
27837,3.86259
27839,5.83604
27846,5.83084
27854,5.93181
27861,4.29265
27866,5.07059
27873,5.45514
27877,4.29265
27883,6.15341
27884,6.24025
27885,6.40533
27886,5.58414
27888,4.8616
27894,4.97484
27902,6.44543
27906,4.72302
27907,6.08795
27909,5.65731
27916,5.72277
27917,6.40533
27918,6.46455
27922,4.9094
27926,6.15341
27939,6.12155
27944,5.29215
27955,5.72277
27959,6.03389
27961,6.44543
27971,5.15354
27976,5.83604
27985,5.67768
27988,6.03765
27991,5.97468
27993,5.72277
28001,5.90922
28003,6.21263
28014,5.97468
28018,6.15341
28025,5.29215
28032,5.93181
28034,5.40542
28040,3.86259
28042,6.93178
28043,5.45514
28049,4.72302
28053,6.836
28061,5.72277
28066,5.29215
28081,5.40542
28085,4.29265
28087,5.87614
28089,6.18373
28098,5.88577
28101,4.97484
28102,5.29215
28109,4.62209
28116,6.40533
28120,6.15341
28124,5.29215
28127,5.93181
28155,5.88577
28161,5.50118
28164,5.58414
28165,5.15354
28167,5.78198
28169,6.15341
28176,3.86259
28184,5.45514
28187,5.88577
28190,4.72302
28193,6.55221
28196,4.93199
28208,6.18373
28211,6.29205
28213,5.83604
28216,5.97468
28217,4.29265
28224,5.40542
28246,6.46455
28261,6.72272
28263,5.93181
28265,6.01477
28267,3.86259
28271,5.83604
28272,4.72302
28273,6.15341
28276,5.6218
28288,5.67097
28293,5.29215
28294,6.01477
28299,3.86259
28300,5.29215
28309,4.72302
28310,5.72277
28322,6.01477
28328,6.29205
28340,5.29215
28349,5.29215
28353,4.29265
28372,4.72302
28378,4.54437
28379,4.54437
28382,4.54437
28387,5.2267
28391,5.72277
28393,6.15341
28394,4.29265
28398,5.67097
28400,3.86259
28410,4.72302
28413,4.29265
28419,5.45514
28426,6.65726
28428,5.97468
28434,5.24036
28439,5.50118
28447,6.98287
28449,4.72302
28457,4.97484
28461,5.07059
28468,6.15341
28474,6.15341
28486,4.29265
28503,4.54437
28507,5.50118
28514,6.65726
28515,6.01477
28519,5.21274
28521,6.4831
28522,4.8616
28524,5.72277
28526,5.58414
28532,6.36247
28548,5.72277
28551,3.86259
28554,5.58414
28557,6.15341
28559,4.8616
28566,4.45552
28573,6.36247
28577,5.72277
28578,4.22726
28579,4.54437
28580,5.15354
28581,3.86259
28583,5.71652
28585,5.78198
28586,5.65731
28598,4.69116
28602,4.54437
28605,6.4831
28606,5.94063
28608,7.01474
28609,6.46455
28611,5.72277
28612,5.72277
28626,6.58407
28628,5.72277
28630,5.72277
28637,6.58407
28640,5.2267
28646,5.58414
28649,4.72302
28653,5.72277
28657,6.02632
28659,5.29215
28660,6.01477
28664,6.33987
28670,5.29215
28671,6.64329
28679,5.72277
28692,5.67768
28694,5.40542
28698,5.65731
28704,4.72302
28706,4.72302
28707,6.42571
28710,5.01493
28726,5.35136
28729,5.08809
28732,6.18962
28742,5.07059
28748,5.31652
28750,6.4831
28756,4.97484
28763,4.97484
28775,6.31642
28776,5.97468
28781,5.83604
28787,6.40533
28797,5.32835
28803,6.08449
28805,5.40542
28806,4.97484
28809,5.72277
28810,4.97484
28811,5.78198
28812,4.58445
28819,4.72302
28820,5.58414
28824,4.72302
28832,5.93181
28834,6.836
28837,5.29215
28857,4.29265
28871,5.72277
28875,4.9094
28888,5.29215
28892,4.62209
28896,7.35351
28898,5.72277
28903,4.0713
28904,5.08809
28906,5.72277
28908,6.23482
28912,6.01477
28915,5.40542
28918,5.12168
28924,5.40542
28940,5.78198
28945,5.97468
28946,4.9094
28947,5.83604
28951,4.15416
28956,6.15341
28964,6.52718
28968,5.92736
28970,5.29215
28977,5.93181
28980,6.33987
28981,6.33987
28984,6.08795
28986,5.88577
28987,5.72277
28988,5.15354
28995,5.21274
28996,4.72302
29001,5.29215
29003,6.26669
29005,6.15341
29006,6.58407
29010,5.29215
29013,5.83604
29014,5.31652
29020,6.01477
29025,4.97484
29031,5.65731
29036,5.58414
29038,5.45514
29041,6.15341
29042,4.72302
29054,5.40542
29063,5.83604
29072,5.08809
29073,6.19835
29074,6.67091
29083,5.72277
29087,6.24025
29094,5.78198
29096,5.15354
29097,6.01477
29103,5.15354
29106,5.72277
29108,5.29215
29117,5.49224
29118,6.08795
29119,5.95361
29120,4.72302
29128,4.29265
29129,6.15341
29134,6.50111
29135,5.83604
29137,5.93181
29142,5.83604
29146,5.29215
29147,5.29215
29148,6.21263
29151,5.25372
29152,6.40533
29175,5.29215
29189,7.26667
29190,6.98287
29197,4.72302
29202,6.86434
29209,6.05244
29221,6.01477
29222,4.95379
29224,4.29265
29227,5.78198
29231,4.8616
29236,4.29265
29238,3.97567
29241,6.38427
29248,5.29215
29253,3.86259
29256,6.12155
29283,5.18385
29285,5.72277
29289,3.86259
29304,4.97484
29305,5.40542
29309,5.40542
29310,5.65731
29321,5.12168
29325,6.40533
29327,6.29205
29330,5.29215
29331,4.97484
29334,5.29215
29335,5.29215
29336,4.72302
29340,5.88577
29347,6.80413
29351,6.02249
29353,4.72302
29360,6.64329
29365,5.93181
29377,6.29205
29381,5.15354
29384,5.72277
29388,3.86259
29392,4.54437
29393,3.86259
29397,6.08795
29420,5.07059
29426,5.93181
29428,5.93181
29437,5.55227
29443,5.29215
29448,5.72277
29451,6.12155
29453,5.72277
29457,5.40542
29463,5.58414
29464,5.97468
29473,5.50118
29474,5.56841
29481,5.50118
29492,5.83604
29495,5.78198
29499,5.98291
29505,5.35136
29506,6.52718
29512,5.29215
29513,5.29215
29520,5.29215
29523,6.40533
29526,5.72277
29528,5.66418
29536,5.6218
29539,5.77058
29546,5.29215
29549,4.75332
29550,5.87614
29557,6.72272
29558,6.4831
29561,6.01477
29564,5.29215
29572,5.40542
29576,5.72277
29578,5.29215
29584,5.72277
29587,6.29205
29588,5.65731
29595,3.86259
29597,6.15341
29601,6.58407
29602,4.78221
29603,4.72302
29606,5.93181
29607,5.72277
29621,5.36256
29634,5.07059
29637,4.29265
29644,6.52377
29645,4.72302
29647,5.58414
29648,5.93181
29652,5.50118
29666,6.42571
29669,5.15354
29670,5.72277
29674,5.01493
29678,5.50118
29680,6.01477
29687,5.29215
29695,5.78198
29697,5.72277
29706,4.72302
29723,4.29265
29735,5.72277
29743,5.2267
29750,6.20123
29751,6.40533
29762,4.93199
29764,5.07059
29766,5.29215
29769,6.15341
29771,5.72277
29777,5.83604
29778,5.78198
29779,6.58407
29780,5.50118
29781,4.29265
29785,5.29215
29786,6.72272
29787,5.87614
29790,4.72302
29791,5.93181
29802,5.88577
29806,4.45552
29810,6.46831
29822,6.58407
29835,6.59942
29836,5.15354
29838,4.72302
29840,6.64329
29856,6.29205
29857,4.0713
29861,5.50118
29866,5.65731
29871,5.86635
29874,5.71652
29880,5.93181
29882,6.50641
29889,5.65731
29897,5.93181
29900,5.19846
29903,4.50154
29904,6.21263
29914,6.26669
29921,4.69116
29925,4.97484
29928,5.63625
29930,4.97484
29948,5.2267
29953,7.01474
29957,6.44543
29959,5.74113
29960,6.01477
29967,5.72277
29980,6.01477
29987,5.15354
29990,5.50118
29991,5.72277
29992,5.72277
30001,4.54437
30002,4.8616
30016,5.8096
30017,5.58414
30018,5.58414
30020,7.21261
30025,6.24025
30027,5.2267
30038,5.78198
30039,5.58414
30040,6.05244
30044,6.51861
30045,6.4831
30047,6.31642
30056,5.78198
30059,6.69736
30066,4.72302
30067,5.93181
30074,6.836
30075,5.88577
30086,5.29215
30100,5.48317
30102,4.72302
30104,5.40542
30106,6.15341
30109,6.30679
30114,5.29215
30116,5.72277
30119,6.28956
30123,4.29265
30126,5.31652
30137,5.93181
30138,4.8616
30143,4.29265
30144,6.52377
30160,4.29265
30166,6.21263
30170,4.97484
30176,6.22659
30179,5.18385
30181,5.83604
30200,4.29265
30202,6.24025
30204,4.72302
30208,5.50118
30210,4.15416
30211,6.12155
30212,6.8761
30220,6.82556
30226,5.97468
30229,5.29215
30232,6.01477
30233,4.72302
30238,5.58414
30239,5.78198
30243,6.34674
30245,5.88577
30246,6.08795
30248,4.29265
30260,5.88577
30261,5.40542
30271,4.97484
30276,5.15354
30277,6.53564
30285,4.72302
30287,5.65731
30292,4.54437
30296,6.53564
30298,6.33987
30300,6.01477
30316,5.72277
30319,5.8614
30322,6.67091
30333,6.01477
30338,5.40542
30340,5.29215
30341,6.64329
30342,5.29215
30348,4.54437
30355,4.54437
30358,7.15339
30361,5.58414
30376,5.97052
30382,6.07045
30383,5.62907
30389,3.86259
30391,5.29215
30395,4.72302
30407,5.39497
30411,5.65731
30412,6.21263
30416,5.72277
30417,5.07059
30425,6.13768
30426,6.05244
30433,5.6909
30440,4.29265
30445,6.27441
30448,4.72302
30456,5.50118
30462,5.61445
30463,5.40542
30474,5.72277
30490,4.97484
30491,4.29265
30497,4.72302
30499,4.29265
30502,5.29215
30510,5.72277
30511,6.58407
